business_area_key,province_name,city_name,district_name,province_code,city_code,district_code,city_tier,city_cluster,area_id_local,area_name,description,mall_count,total_store_count,total_brand_score,max_brand_score,has_outlet,mall_codes,level,tags
上海市_上海城区_嘉定区__2,上海市,上海城区,嘉定区,310000,310100.0,310114.0,,,2,嘉定新城商圈,嘉定新城核心商业区，包含多个现代化购物中心,5,1,1,1,False,MALL_74E09129|MALL_CDC6E904|MALL_B6C13BED|MALL_3F992301|MALL_A0ED3C11,district_center,购物|住宅
上海市_上海城区_嘉定区__3,上海市,上海城区,嘉定区,310000,310100.0,310114.0,,,3,安亭商圈,安亭镇核心商业区域，以汽车城为特色,3,0,0,0,False,MALL_E727E475|MALL_3F9770AB|MALL_AF8E1A32,district_center,购物|住宅
上海市_上海城区_嘉定区__4,上海市,上海城区,嘉定区,310000,310100.0,310114.0,,,4,江桥商圈,江桥地区商业中心，辐射周边居民区,2,2173,20,18,False,MALL_D0EBAC7E|MALL_9FB80FCA,district_center,购物|住宅
上海市_上海城区_嘉定区__5,上海市,上海城区,嘉定区,310000,310100.0,310114.0,,,5,马陆商圈,马陆镇核心商业区，服务周边社区,1,50,13,13,False,MALL_E6C13EA3,district_center,购物|住宅
上海市_上海城区_嘉定区__6,上海市,上海城区,嘉定区,310000,310100.0,310114.0,,,6,嘉定老城商圈,嘉定老城区传统商业中心,4,1,1,1,False,MALL_5E608B26|MALL_037906DD|MALL_66088D16|MALL_2466FE4C,district_center,购物|住宅
上海市_上海城区_奉贤区__1,上海市,上海城区,奉贤区,310000,310100.0,310120.0,,,1,南桥核心商圈,位于奉贤区南桥镇核心区域，集中了多个商业综合体,10,1,1,1,False,MALL_2AB5ABB9|MALL_99E3B071|MALL_C8B03E13|MALL_CB2E4C0A|MALL_1EB9415D|MALL_149682A3|MALL_7B0D38BF|MALL_7BB937C7|MALL_0F780AC8|MALL_0CDF50B3,district_center,购物|住宅
上海市_上海城区_奉贤区__2,上海市,上海城区,奉贤区,310000,310100.0,310120.0,,,2,西渡商圈,位于西渡地区，靠近地铁站，服务周边居民,3,3,3,3,False,MALL_89550CEE|MALL_942B23DD|MALL_A21AA4A7,district_center,住宅|购物
上海市_上海城区_奉贤区__3,上海市,上海城区,奉贤区,310000,310100.0,310120.0,,,3,海湾商圈,位于海湾镇及周边区域，包括海港国际商贸城等,2,0,0,0,False,MALL_4239BCB2|MALL_7A38454E,community,住宅|购物|批发市场
上海市_上海城区_奉贤区__4,上海市,上海城区,奉贤区,310000,310100.0,310120.0,,,4,金汇商圈,位于金汇镇及周边区域，包括龙湖金汇天街等,1,0,0,0,False,MALL_99060ECB,community,购物|住宅
上海市_上海城区_奉贤区__5,上海市,上海城区,奉贤区,310000,310100.0,310120.0,,,5,青村商圈,位于青村镇及周边区域,1,0,0,0,False,MALL_E2EF93A4,community,住宅
上海市_上海城区_奉贤区__6,上海市,上海城区,奉贤区,310000,310100.0,310120.0,,,6,奉炮公路商圈,位于奉炮公路沿线区域,1,1,1,1,False,MALL_145392FD,community,住宅|购物
上海市_上海城区_宝山区__1,上海市,上海城区,宝山区,310000,310100.0,310113.0,,,1,大华商圈,位于宝山大华区域，以巴黎春天为核心的综合商业区,2,19,6,6,False,MALL_72B5CEED|MALL_B5F126F5,district_center,购物|住宅
上海市_上海城区_宝山区__2,上海市,上海城区,宝山区,310000,310100.0,310113.0,,,2,顾村商圈,围绕顾村公园地铁站的商业聚集区,4,170,12,10,False,MALL_9F66CB84|MALL_342BE28E|MALL_09C60C48|MALL_80B07E33,district_center,住宅|购物
上海市_上海城区_宝山区__3,上海市,上海城区,宝山区,310000,310100.0,310113.0,,,3,淞宝商圈,宝山城区核心商业区，以牡丹江路为主轴,3,2,2,1,False,MALL_272DFD54|MALL_4B3FB176|MALL_98D3FC5A,district_center,购物|住宅
上海市_上海城区_宝山区__4,上海市,上海城区,宝山区,310000,310100.0,310113.0,,,4,吴淞商圈,吴淞口区域商业中心，靠近长江入海口,1,9,5,5,False,MALL_98FE6E46,district_center,购物|住宅
上海市_上海城区_宝山区__5,上海市,上海城区,宝山区,310000,310100.0,310113.0,,,5,通河商圈,通河路周边社区商业聚集区,3,3,3,2,False,MALL_62939CF2|MALL_59087BB2|MALL_A094F94F,community,住宅|购物
上海市_上海城区_宝山区__6,上海市,上海城区,宝山区,310000,310100.0,310113.0,,,6,大场商圈,大场镇区域商业中心,3,6,5,4,False,MALL_0B5DB768|MALL_67CC4088|MALL_B4A15CF8,district_center,购物|住宅
上海市_上海城区_宝山区__7,上海市,上海城区,宝山区,310000,310100.0,310113.0,,,7,罗店商圈,罗店区域商业中心，包括美兰湖周边,3,0,0,0,False,MALL_86BFEFFD|MALL_1CEED684|MALL_CE0CFA54,district_center,住宅|购物
上海市_上海城区_宝山区__8,上海市,上海城区,宝山区,310000,310100.0,310113.0,,,8,场北商圈,场北路周边社区商业区,1,0,0,0,False,MALL_C31E0899,community,住宅
上海市_上海城区_崇明区__1,上海市,上海城区,崇明区,310000,310100.0,310151.0,,,1,城桥商圈,位于崇明区城桥镇核心区域，包含主要商业综合体,3,0,0,0,False,MALL_83C95135|MALL_A03BC1A5|MALL_4F90B6FA,district_center,购物|住宅
上海市_上海城区_崇明区__2,上海市,上海城区,崇明区,310000,310100.0,310151.0,,,2,长兴岛商圈,位于长兴岛区域，服务岛内居民日常消费,2,0,0,0,False,MALL_EF52FA27|MALL_685ABBEA,community,住宅
上海市_上海城区_崇明区__3,上海市,上海城区,崇明区,310000,310100.0,310151.0,,,3,堡镇商圈,位于堡镇及周边区域，覆盖东部地区商业需求,2,0,0,0,False,MALL_F669DD84|MALL_FD6465A9,community,住宅|购物
上海市_上海城区_徐汇区__1,上海市,上海城区,徐汇区,310000,310100.0,310104.0,,,1,徐家汇商圈,徐汇区核心商业区，汇集高端购物中心和百货商场,7,2,2,2,False,MALL_354D6075|MALL_FB477D9A|MALL_3AD5222F|MALL_5944CAC1|MALL_EC7F8403|MALL_66D1F4B2|MALL_7424956F,city_core,购物|商务
上海市_上海城区_徐汇区__2,上海市,上海城区,徐汇区,310000,310100.0,310104.0,,,2,龙华商圈,龙华地区新兴商业聚集区，包含多个现代化购物中心,3,9,6,4,False,MALL_96A66E9B|MALL_791C2CB8|MALL_27CD8CA9,district_center,购物|住宅
上海市_上海城区_徐汇区__3,上海市,上海城区,徐汇区,310000,310100.0,310104.0,,,3,漕河泾商圈,漕河泾开发区周边商业配套，服务周边居民和办公人群,4,5,5,4,False,MALL_D4415C6D|MALL_2B492169|MALL_78B3F86B|MALL_EBEF10F0,district_center,商务|购物|住宅
上海市_上海城区_徐汇区__4,上海市,上海城区,徐汇区,310000,310100.0,310104.0,,,4,西岸商圈,徐汇滨江地区文化艺术与商业融合的特色商圈,1,0,0,0,False,MALL_BD652B01,city_subcenter,文旅综合体|餐饮夜生活
上海市_上海城区_徐汇区__5,上海市,上海城区,徐汇区,310000,310100.0,310104.0,,,5,淮海路商圈,淮海路沿线高端商业聚集区，连接徐汇与黄浦商圈,2,4,4,4,False,MALL_EF80A369|MALL_1A53517A,city_subcenter,购物|商务
上海市_上海城区_徐汇区__6,上海市,上海城区,徐汇区,310000,310100.0,310104.0,,,6,上海南站商圈,上海南站交通枢纽周边商业配套,2,1,1,1,False,MALL_C20D21E9|MALL_F60D0B2C,district_center,交通枢纽|住宅
上海市_上海城区_徐汇区__7,上海市,上海城区,徐汇区,310000,310100.0,310104.0,,,7,华泾商圈,徐汇南部华泾地区社区商业中心,1,0,0,0,False,MALL_32AFDF8D,community,住宅|购物
上海市_上海城区_普陀区__1,上海市,上海城区,普陀区,310000,310100.0,310107.0,,,1,长寿路商圈,位于长寿路沿线，以地铁长寿路站为核心，聚集多个购物中心和商业广场,5,1,1,1,False,MALL_C7170C7A|MALL_436BCD5F|MALL_C8E54EC5|MALL_583C9385|MALL_1BCC8CEE,district_center,购物|住宅
上海市_上海城区_普陀区__2,上海市,上海城区,普陀区,310000,310100.0,310107.0,,,2,环球港商圈,以月星环球港为核心，辐射金沙江路和中山北路交汇区域,6,3,3,2,False,MALL_F6DE7810|MALL_E192D5B0|MALL_6CE21AD0|MALL_932796F9|MALL_636B1D0F|MALL_58E05A89,district_center,购物|住宅
上海市_上海城区_普陀区__3,上海市,上海城区,普陀区,310000,310100.0,310107.0,,,3,真如商圈,真如地区商业集聚区，以真如地铁站为核心，包含多个大型购物中心,5,13,7,6,False,MALL_FF714BEB|MALL_93DE4D38|MALL_2FAEDD7E|MALL_B8E9800E|MALL_1295C24F,district_center,购物|住宅
上海市_上海城区_普陀区__4,上海市,上海城区,普陀区,310000,310100.0,310107.0,,,4,中环商圈,真光路沿线商业区，以百联中环购物广场为核心的大型商业集群,4,6,4,2,False,MALL_AD5A992F|MALL_14C41561|MALL_5B52DF11|MALL_53630FAD,district_center,购物|住宅
上海市_上海城区_普陀区__5,上海市,上海城区,普陀区,310000,310100.0,310107.0,,,5,长风商圈,长风地区商业中心，以大悦城为核心辐射周边,1,1,1,1,False,MALL_C27EB968,district_center,购物|住宅
上海市_上海城区_普陀区__6,上海市,上海城区,普陀区,310000,310100.0,310107.0,,,6,桃浦商圈,桃浦地区社区商业中心，服务周边居民,2,2,2,1,False,MALL_BAD7D162|MALL_03061AF7,community,住宅|购物
上海市_上海城区_普陀区__7,上海市,上海城区,普陀区,310000,310100.0,310107.0,,,7,金沙江路西段商圈,金沙江路西段区域商业配套,1,0,0,0,False,MALL_3A088070,community,住宅
上海市_上海城区_杨浦区__1,上海市,上海城区,杨浦区,310000,310100.0,310110.0,,,1,五角场商圈,位于杨浦区核心商业区，以五角场为中心，聚集了多个大型购物中心和商业广场,13,19,11,4,False,MALL_9B8B31C9|MALL_981776C7|MALL_B682B0F3|MALL_C54427B8|MALL_EE81B029|MALL_BD296837|MALL_D96D7B37|MALL_8CBB7BD9|MALL_D4EEC7A3|MALL_AC5F77D6|MALL_F687339A|MALL_64C0BBC4|MALL_E0BF849E,city_subcenter,购物|校园|住宅
上海市_上海城区_杨浦区__2,上海市,上海城区,杨浦区,310000,310100.0,310110.0,,,2,新江湾城商圈,位于杨浦区北部新江湾城区域，服务周边居民的生活购物需求,3,10,7,7,False,MALL_5279F7E5|MALL_6E77111C|MALL_16D15498,district_center,住宅|购物
上海市_上海城区_杨浦区__3,上海市,上海城区,杨浦区,310000,310100.0,310110.0,,,3,杨浦滨江商圈,沿杨浦滨江区域分布的商业设施，包括时尚中心和滨江购物中心,2,3,3,3,False,MALL_2B25DC19|MALL_DD3870B3,city_subcenter,购物|住宅|文旅综合体
上海市_上海城区_杨浦区__4,上海市,上海城区,杨浦区,310000,310100.0,310110.0,,,4,鞍山商圈,位于杨浦区南部鞍山新村周边，服务周边社区居民,2,0,0,0,False,MALL_137ABD2C|MALL_23A0BCAE,community,住宅|购物
上海市_上海城区_杨浦区__5,上海市,上海城区,杨浦区,310000,310100.0,310110.0,,,5,大学路商圈,围绕复旦大学和同济大学周边的商业设施，服务高校师生群体,2,1,1,1,False,MALL_3CF3BE77|MALL_C75B89B0,community,校园|餐饮夜生活
上海市_上海城区_杨浦区__6,上海市,上海城区,杨浦区,310000,310100.0,310110.0,,,6,殷行商圈,位于杨浦区东部殷行路周边的生活商业区,3,0,0,0,False,MALL_E83995E1|MALL_EB9317AC|MALL_E028B6C9,community,住宅|购物
上海市_上海城区_松江区__1,上海市,上海城区,松江区,310000,310100.0,310117.0,,,1,松江大学城商圈,位于松江大学城周边，以学生消费群体为主的商业聚集区,3,0,0,0,False,MALL_72A229BE|MALL_E3011150|MALL_7C5A915D,community,校园|购物|餐饮夜生活
上海市_上海城区_松江区__2,上海市,上海城区,松江区,310000,310100.0,310117.0,,,2,松江新城商圈,松江新城核心区域，包含多个大型商业综合体,8,5,5,3,False,MALL_3C876C98|MALL_923D2AB8|MALL_A6EB11D7|MALL_7FA69D68|MALL_D8AEC599|MALL_DEEBDE49|MALL_882FFA9B|MALL_96A3EBB9,district_center,购物|住宅
上海市_上海城区_松江区__3,上海市,上海城区,松江区,310000,310100.0,310117.0,,,3,老城商圈,松江老城区传统商业集中区域,4,3,3,3,False,MALL_FC01677D|MALL_19FF22D0|MALL_88DE172C|MALL_D4671876,district_center,购物|住宅
上海市_上海城区_松江区__4,上海市,上海城区,松江区,310000,310100.0,310117.0,,,4,九亭商圈,九亭地区商业聚集区，靠近地铁站,3,3,3,2,False,MALL_023C5A56|MALL_C903AF50|MALL_9421CF79,district_center,购物|住宅
上海市_上海城区_松江区__5,上海市,上海城区,松江区,310000,310100.0,310117.0,,,5,泗泾商圈,泗泾地区商业配套集中区域,2,1,1,1,False,MALL_851A9D07|MALL_15EB65C1,district_center,购物|住宅
上海市_上海城区_松江区__6,上海市,上海城区,松江区,310000,310100.0,310117.0,,,6,佘山商圈,佘山旅游度假区周边商业配套,1,1,1,1,False,MALL_096ABA93,district_center,旅游景区|文旅综合体
上海市_上海城区_松江区__7,上海市,上海城区,松江区,310000,310100.0,310117.0,,,7,新桥商圈,新桥地区生活配套商业,1,4,3,3,False,MALL_77195E8F,community,住宅|购物
上海市_上海城区_浦东新区__1,上海市,上海城区,浦东新区,310000,310100.0,310115.0,,,1,陆家嘴商圈,位于浦东新区核心金融区，汇集高端购物中心和地标性商业体,3,21,14,11,False,MALL_A1E705DE|MALL_F64E2A2B|MALL_411834A9,city_core,商务|购物
上海市_上海城区_浦东新区__2,上海市,上海城区,浦东新区,310000,310100.0,310115.0,,,2,八佰伴商圈,以第一八佰伴为核心的传统商业中心，周边商业配套成熟,2,4,4,2,False,MALL_2D04427F|MALL_B64D3511,city_subcenter,购物|住宅
上海市_上海城区_浦东新区__3,上海市,上海城区,浦东新区,310000,310100.0,310115.0,,,3,世博商圈,依托世博园区发展的新兴商业集聚区,2,13,13,7,False,MALL_99C05696|MALL_D623BB06,city_subcenter,购物|住宅|文旅综合体
上海市_上海城区_浦东新区__4,上海市,上海城区,浦东新区,310000,310100.0,310115.0,,,4,金桥商圈,金桥地区核心商业区，服务周边居民和产业园区,3,3,3,2,False,MALL_09AFA6F4|MALL_3D262231|MALL_E01C886E,district_center,住宅|购物
上海市_上海城区_浦东新区__5,上海市,上海城区,浦东新区,310000,310100.0,310115.0,,,5,三林商圈,三林地区主要商业聚集地，服务周边社区,3,2,2,1,False,MALL_85137C76|MALL_A5B460B1|MALL_1F544951,district_center,住宅|购物
上海市_上海城区_浦东新区__6,上海市,上海城区,浦东新区,310000,310100.0,310115.0,,,6,张江商圈,张江科学城周边商业配套，服务高科技园区,2,2,2,2,False,MALL_68A2D93B|MALL_6E28675B,city_subcenter,商务|购物
上海市_上海城区_浦东新区__7,上海市,上海城区,浦东新区,310000,310100.0,310115.0,,,7,临港商圈,临港新片区主要商业中心,1,0,0,0,False,MALL_B9503A89,city_subcenter,购物|住宅
上海市_上海城区_浦东新区__8,上海市,上海城区,浦东新区,310000,310100.0,310115.0,,,8,川沙商圈,川沙地区核心商业区，临近迪士尼度假区,3,3,3,2,True,MALL_E550344D|MALL_52C76D5E|MALL_E5C72D3E,city_subcenter,旅游景区|奥特莱斯
上海市_上海城区_浦东新区__9,上海市,上海城区,浦东新区,310000,310100.0,310115.0,,,9,前滩商圈,前滩新兴商务区商业配套,1,0,0,0,False,MALL_8D97A9CE,city_subcenter,商务|购物
上海市_上海城区_浦东新区__10,上海市,上海城区,浦东新区,310000,310100.0,310115.0,,,10,曹路商圈,曹路地区主要商业中心,1,53,8,8,False,MALL_AFCB5611,district_center,购物|住宅
上海市_上海城区_浦东新区__11,上海市,上海城区,浦东新区,310000,310100.0,310115.0,,,11,康桥商圈,康桥地区商业聚集区,1,4,4,4,False,MALL_B1C56013,community,住宅|购物
上海市_上海城区_虹口区__1,上海市,上海城区,虹口区,310000,310100.0,310109.0,,,1,四川北路商圈,位于四川北路沿线，是虹口区传统商业核心区域，包含多个购物中心和商业广场,7,1,1,1,False,MALL_62AF8ACC|MALL_F5BE742B|MALL_CE5A9217|MALL_8CA46F1A|MALL_6A1D5691|MALL_243060B3|MALL_C933FFCB,district_center,购物|住宅
上海市_上海城区_虹口区__2,上海市,上海城区,虹口区,310000,310100.0,310109.0,,,2,北外滩商圈,位于虹口北外滩区域，靠近黄浦江，包含白玉兰广场等标志性商业项目,2,1,1,1,False,MALL_64405611|MALL_D25CA2C5,city_subcenter,商务|购物
上海市_上海城区_虹口区__3,上海市,上海城区,虹口区,310000,310100.0,310109.0,,,3,瑞虹新城商圈,围绕瑞虹新城大型社区形成的商业集群，包含多个新天地商业项目,5,1,1,1,False,MALL_07DA7DA1|MALL_1304F62A|MALL_9F860A75|MALL_F5331182|MALL_8CF91620,district_center,住宅|购物
上海市_上海城区_虹口区__4,上海市,上海城区,虹口区,310000,310100.0,310109.0,,,4,虹口足球场商圈,以虹口足球场为核心，辐射周边的商业区域,2,3,3,3,False,MALL_49C51632|MALL_F85F9BDC,district_center,购物|住宅
上海市_上海城区_虹口区__5,上海市,上海城区,虹口区,310000,310100.0,310109.0,,,5,七浦路商圈,以七浦路服装批发市场为核心的传统商业区域,1,0,0,0,False,MALL_3B2F2F73,district_center,购物|批发市场
上海市_上海城区_虹口区__6,上海市,上海城区,虹口区,310000,310100.0,310109.0,,,6,曲阳商圈,位于曲阳路周边的生活购物区域,2,0,0,0,False,MALL_2B4144AC|MALL_0FC9E305,district_center,住宅|购物
上海市_上海城区_金山区__1,上海市,上海城区,金山区,310000,310100.0,310116.0,,,1,金山新城商圈,位于金山新城核心区域，包含多个大型商业综合体,9,0,0,0,False,MALL_D8CCA1DD|MALL_29FF9ADE|MALL_F979D260|MALL_E9E8A9F3|MALL_7DD408E0|MALL_FC47D43E|MALL_06B40E74|MALL_8774D846|MALL_F8F10A0B,district_center,购物|住宅
上海市_上海城区_金山区__2,上海市,上海城区,金山区,310000,310100.0,310116.0,,,2,石化商圈,位于石化街道周边，以百联金山为核心,4,6,5,4,False,MALL_6427F54A|MALL_17021B83|MALL_51D0EA91|MALL_DC73EE7F,district_center,购物|住宅
上海市_上海城区_金山区__3,上海市,上海城区,金山区,310000,310100.0,310116.0,,,3,朱泾商圈,朱泾镇中心商业区域,2,0,0,0,False,MALL_FEBA98BB|MALL_D1321B70,district_center,购物|住宅
上海市_上海城区_金山区__4,上海市,上海城区,金山区,310000,310100.0,310116.0,,,4,枫泾商圈,枫泾镇及周边商业区域,2,0,0,0,False,MALL_09FC9480|MALL_2EAA2585,district_center,住宅|购物
上海市_上海城区_金山区__5,上海市,上海城区,金山区,310000,310100.0,310116.0,,,5,亭林商圈,亭林镇商业区域,1,0,0,0,False,MALL_EE8E169F,community,住宅|购物
上海市_上海城区_金山区__6,上海市,上海城区,金山区,310000,310100.0,310116.0,,,6,张堰商圈,张堰镇商业区域,1,0,0,0,False,MALL_38A9736E,community,住宅|购物
上海市_上海城区_金山区__7,上海市,上海城区,金山区,310000,310100.0,310116.0,,,7,金水湖商圈,金水湖周边商业区域,1,0,0,0,False,MALL_8FCF87F4,community,住宅
上海市_上海城区_金山区__8,上海市,上海城区,金山区,310000,310100.0,310116.0,,,8,五福商圈,临仓街周边商业区域,1,0,0,0,False,MALL_C414610A,community,住宅
上海市_上海城区_长宁区__1,上海市,上海城区,长宁区,310000,310100.0,310105.0,,,1,中山公园商圈,位于长宁区中部，以中山公园地铁站为核心，聚集了多个大型购物中心和商业综合体,5,7,7,4,False,MALL_49234E35|MALL_6B92DB5C|MALL_CBAF893F|MALL_989EC289|MALL_20F709E7,city_subcenter,购物|餐饮夜生活|交通枢纽
上海市_上海城区_长宁区__2,上海市,上海城区,长宁区,310000,310100.0,310105.0,,,2,天山-娄山关路商圈,位于长宁区中部偏西，以天山路和娄山关路为核心，聚集了多个百货商场和购物中心,5,5,5,3,False,MALL_18A57C7B|MALL_FD42A5E4|MALL_A9C981C7|MALL_5157DAFD|MALL_EE001DA7,district_center,购物|住宅
上海市_上海城区_长宁区__3,上海市,上海城区,长宁区,310000,310100.0,310105.0,,,3,虹桥商圈,位于长宁区西南部，以虹桥路为核心，聚集了多个高端购物中心和百货商场,6,3,3,2,False,MALL_D4F6AF59|MALL_408B72A3|MALL_6208A459|MALL_4E5AC92E|MALL_027767C6|MALL_BAD5CEE0,city_subcenter,购物|交通枢纽
上海市_上海城区_长宁区__4,上海市,上海城区,长宁区,310000,310100.0,310105.0,,,4,北新泾商圈,位于长宁区西北部，以金钟路为核心，聚集了大型购物中心和商业广场,3,6,6,4,False,MALL_8D4D84E9|MALL_F55CCF6E|MALL_0C2BDEE5,district_center,购物|住宅
上海市_上海城区_长宁区__5,上海市,上海城区,长宁区,310000,310100.0,310105.0,,,5,江苏路商圈,位于长宁区东部，以江苏路为核心，聚集了社区商业中心和时尚生活中心,2,0,0,0,False,MALL_2654AB0E|MALL_35A025B8,community,住宅|购物
上海市_上海城区_闵行区__1,上海市,上海城区,闵行区,310000,310100.0,310112.0,,,1,七宝商圈,位于七宝镇核心区域，以七宝领展广场为核心，辐射周边商业,1,1,1,1,False,MALL_C0FBA303,district_center,购物|住宅
上海市_上海城区_闵行区__2,上海市,上海城区,闵行区,310000,310100.0,310112.0,,,2,虹桥商务区商圈,虹桥交通枢纽周边商业集聚区，包含多个大型购物中心,3,0,0,0,False,MALL_DEC3DD01|MALL_D37DFA07|MALL_5F336C76,city_subcenter,商务|交通枢纽|购物
上海市_上海城区_闵行区__3,上海市,上海城区,闵行区,310000,310100.0,310112.0,,,3,吴中路商圈,吴中路沿线商业带，以万象城为核心的高端商业区,2,5,5,5,False,MALL_639C2783|MALL_141435D0,city_subcenter,购物|住宅
上海市_上海城区_闵行区__4,上海市,上海城区,闵行区,310000,310100.0,310112.0,,,4,莘庄商圈,莘庄镇核心商业区，包含多个大型购物中心和商业广场,4,1,1,1,False,MALL_67D77A65|MALL_547E81F4|MALL_50A347FA|MALL_D62E3FFD,district_center,购物|住宅
上海市_上海城区_闵行区__5,上海市,上海城区,闵行区,310000,310100.0,310112.0,,,5,颛桥商圈,颛桥地区商业中心，以万达广场为核心,4,9,9,5,False,MALL_3B85D06B|MALL_8F73F873|MALL_0861986A|MALL_C3945786,district_center,购物|住宅
上海市_上海城区_闵行区__6,上海市,上海城区,闵行区,310000,310100.0,310112.0,,,6,浦江商圈,浦江镇商业集聚区，包含浦江万达等商业项目,2,1,1,1,False,MALL_024E7305|MALL_267A6BF2,district_center,购物|住宅
上海市_上海城区_闵行区__7,上海市,上海城区,闵行区,310000,310100.0,310112.0,,,7,吴泾商圈,吴泾镇商业区，以社区商业为主,2,0,0,0,False,MALL_B8F7C25A|MALL_DEA526D9,community,住宅|购物
上海市_上海城区_闵行区__8,上海市,上海城区,闵行区,310000,310100.0,310112.0,,,8,古北商圈,古北国际社区商业配套，服务高端居住人群,1,0,0,0,False,MALL_4283E866,city_subcenter,住宅|购物
上海市_上海城区_青浦区__1,上海市,上海城区,青浦区,310000,310100.0,310118.0,,,1,青浦老城商圈,位于青浦老城区核心区域，以公园路沿线商业设施为主,3,0,0,0,False,MALL_9704237D|MALL_70CD3D06|MALL_5CA5AD6E,district_center,购物|住宅
上海市_上海城区_青浦区__2,上海市,上海城区,青浦区,310000,310100.0,310118.0,,,2,淀山湖大道商圈,沿淀山湖大道分布，依托地铁站点形成的新兴商业集聚区,3,730,11,11,True,MALL_5DE42BFF|MALL_E68AE5CA|MALL_3744EEA1,district_center,购物|住宅|奥特莱斯
上海市_上海城区_青浦区__3,上海市,上海城区,青浦区,310000,310100.0,310118.0,,,3,赵巷奥特莱斯商圈,嘉松中路与沪青平公路交汇处的奥特莱斯及周边商业集群,5,2,2,1,True,MALL_F73AD9EC|MALL_CC823DD5|MALL_EB3DA89A|MALL_30F9A413|MALL_414D4290,district_center,购物|奥特莱斯|住宅
上海市_上海城区_青浦区__4,上海市,上海城区,青浦区,310000,310100.0,310118.0,,,4,华新商圈,华新镇区域的商业中心，服务周边居民,3,1,1,1,False,MALL_C6AF25E7|MALL_0E58DFB5|MALL_519D7E00,community,住宅|购物
上海市_上海城区_青浦区__5,上海市,上海城区,青浦区,310000,310100.0,310118.0,,,5,青浦新城商圈,青浦新城核心区域，依托地铁站点发展的商业区,3,0,0,0,False,MALL_4E1E1319|MALL_A7BDE3B1|MALL_81C02EF9,district_center,购物|住宅
上海市_上海城区_青浦区__6,上海市,上海城区,青浦区,310000,310100.0,310118.0,,,6,徐泾商圈,位于沪青平公路东段的商业设施,1,0,0,0,False,MALL_3008366F,community,住宅|购物
上海市_上海城区_静安区__1,上海市,上海城区,静安区,310000,310100.0,310106.0,,,1,静安寺商圈,位于南京西路核心地段，以静安寺地铁站为中心，聚集了多个高端购物中心和百货商场,8,30,18,10,False,MALL_48172A43|MALL_C6BEC589|MALL_981B7A0A|MALL_F85E08AB|MALL_A70E0382|MALL_05C29E6B|MALL_C3516D4B|MALL_4A5AFB4B,city_core,商务|购物|餐饮夜生活
上海市_上海城区_静安区__2,上海市,上海城区,静安区,310000,310100.0,310106.0,,,2,南京西路中段商圈,南京西路中段区域，包含多个知名购物中心和百货商场,6,51,24,13,False,MALL_DC25D55E|MALL_D6E1735B|MALL_D9E8B108|MALL_9DD14A7E|MALL_9F19DCBA|MALL_85425620,city_core,商务|购物
