uuid,brand,name,chosen_mall_id,confidence,reason
e8f7d551-9332-4701-8bff-f7ac03369ec0,NIO,蔚来城市展厅 | 运城诺维兰,,error,error: Expecting value: line 1 column 1 (char 0)
384aa1f0-6936-4278-a971-644684f09aa8,NIO,蔚来空间 | 眉山华信汽车城,none,low,门店位于眉山市东坡区汽车城，名称含'华信汽车城'；候选商场中仅万达广场同城但距离3.8公里且城市未匹配，其余商场均位于50公里外的成都市，品牌定位与汽车城场景不符，无合适候选。
3f6e0fb5-97d4-4527-b5b4-6294e833a806,NIO,蔚来体验中心 | 重庆万州沙龙路,,error,error: Expecting value: line 1 column 1 (char 0)
2dbb095a-24bd-47c0-81b3-5d11e9b9067e,NIO,蔚来体验中心 | 重庆回兴,,error,error: Expecting value: line 1 column 1 (char 0)
9d141938-0353-4913-aacf-1c06b9e7163a,NIO,蔚来体验中心 | 乐山长青路,none,low,门店位于乐山市市中区，而所有候选商场均在眉山、成都、自贡等不同城市，距离门店56-112公里，跨城市且距离过远，不符合同城匹配条件
b57220e9-792d-4eb2-af96-ad59506e9741,NIO,蔚来城市展厅 | 介休白龙马,none,low,候选商场距离过远（106公里），且门店名称和地址中的'介休市'与商场的'晋中市'虽同城但实际距离超出合理范围，品牌和商场类型也不匹配
42735314-d366-4079-8e49-c0eabd0bc487,NIO,蔚来体验中心 | 鄂尔多斯新能源汽车城,,error,error: Expecting value: line 1 column 1 (char 0)
031bb968-69ef-4333-aa29-07f2a38febbe,NIO,蔚来体验中心 | 泸州兴业路,none,low,门店位于纳溪区，而候选商场泸州万象汇距离8.5公里，距离较远且区域不匹配。虽然品牌和城市相同，但门店地址缺失无法进一步验证，无法确认是否为该商场的门店。
b07c9770-fcba-491b-b79e-1f5aa789e0f2,NIO,蔚来体验中心 | 鄂尔多斯铜川汽车博览园,none,low,门店位于鄂尔多斯铜川汽车博览园，而候选商场万达广场距离较远(约12公里)，且门店名称明确指向汽车博览园而非购物中心，品牌匹配度低
0bd3e98c-b2e1-4a22-aea8-5974a7cb5bf7,NIO,蔚来城市展厅 | 鄂尔多斯铜川,none,low,门店地址缺失，无法进行精确匹配。虽然候选商场万达广场位于同一城市且品牌NIO通常入驻大型商场，但距离较远(约12公里)，且门店名称中的'鄂尔多斯铜川'与商场所在的东胜区可能存在区域差异，缺乏足够证据确认匹配。
ca5027a6-ba39-4b81-ba51-c5e47f1d0743,NIO,蔚来城市展厅 | 泽州中凡,none,low,门店位于山西省晋城市泽州县，所有候选商场均在河南省（焦作、郑州、洛阳），城市不匹配且距离过远（42-100公里），名称中也无相关商场词对应
f02c637c-899b-41f0-932f-61af7f97f361,NIO,蔚来空间 | 南阳张衡大道,,error,error: Expecting value: line 1 column 1 (char 0)
73fa4fb9-5042-480b-ad7a-57434ffa2c0e,NIO,蔚来体验中心 | 襄阳光彩,none,low,门店位于襄州区张湾街道，距离民发世纪广场约8公里，距离较远且不在同一行政区（樊城区）。门店名称中的'光彩'与商场名称'民发世纪广场'无直接关联，品牌NIO在民发广场的可能性存在但证据不足。
53da4c85-b793-4905-8132-71d674ce7791,NIO,蔚来体验中心 | 太原平阳路,MALL_00177,medium,太原万象城距离最近(2.2公里)，位于同一城市，品牌NIO通常入驻大型购物中心，万象城符合其定位。虽然门店名称未明确提及具体商场，但基于距离和品牌匹配度较高。
26ee7757-9a4c-4b4a-a374-ea56e468e675,NIO,蔚来空间 | 太原新汇众,,error,error: Expecting value: line 1 column 1 (char 0)
3e5124dd-e363-498c-9486-5527db7a2caa,NIO,蔚来体验中心 | 包头稀土路,,error,error: Expecting value: line 1 column 1 (char 0)
e3fd0b5b-4d0d-4cce-a705-ec44a539cfc3,NIO,蔚来体验中心 | 郑州航海东路,none,low,门店地址位于管城回族区紫辰路，名称含'航海东路'，但所有候选商场均位于二七区，距离较远（3.7-7.9公里），且名称和地址无直接关联，无法确认匹配
f48cb21e-fed4-40ed-9100-3990037d2830,NIO,蔚来体验中心 | 郑州滨湖,,error,error: Expecting value: line 1 column 1 (char 0)
9233a6ac-f120-4a28-9f45-df35a2126aea,NIO,蔚来体验中心 | 新乡金穗大道,none,low,门店位于新乡市红旗区，所有候选商场均在郑州市，城市不匹配且距离过远（60公里以上），无法满足门店-商场匹配要求
742c59e3-4cb0-47e0-b9e8-df93d457b839,NIO,NM凉山彝族自治州,,error,error: Expecting value: line 1 column 1 (char 0)
09071193-d0e4-4aa5-9f64-3b9de4598b13,NIO,蔚来城市展厅 | 遵义吾悦广场,MALL_00733,high,门店名称明确包含'吾悦广场'，与候选商场名称完全匹配；位于同一城市且距离仅783米，地址区域一致
23033c27-4887-438b-b38a-2bcda80748b1,NIO,蔚来体验中心 | 安阳豫北车城,none,low,门店名称包含'豫北车城'但候选商场均无此名称；城市匹配度低（仅1个安阳候选但距离4.6km较远且地址缺失无法验证）；其他候选跨市距离过远（63-141km）
d0099369-85df-4d12-bcd5-4a4a3a68a289,NIO,蔚来体验中心 | 邯郸联华,none,low,门店名称包含'联华'但候选商场为'新世纪中心'，品牌和名称关键词不匹配；距离4281米较远，且门店地址信息缺失无法进一步验证
b010f1c0-8e49-4fa1-bafe-744da8d6cef7,NIO,蔚来城市展厅 | 怀仁鸿昇光能,none,low,所有候选商场均不在朔州市怀仁市，距离最近的大同万达广场也有38.6公里，远超合理范围；门店名称中的'城市展厅'暗示独立门店属性，与商场匹配度低
f973c744-c102-4a0d-8663-18cfdad88d92,NIO,蔚来体验中心 | 石家庄裕华汽车科创园,none,low,门店地址位于栾城区楼底镇，而所有候选商场均在裕华区，区域不匹配；最近商场距离3.2公里，但门店名称中的'汽车科创园'表明其为独立园区而非商场内店铺，品牌定位与候选商场类型不符
de8c3644-86bc-45d8-89fb-1fc195082797,NIO,蔚来体验中心 | 贵阳龙洞堡机场,none,low,门店位于贵阳龙洞堡机场内，地址明确为机场相关建筑，而所有候选商场均为市区商业综合体，距离门店7-9公里，品牌和名称均无机场相关匹配，因此没有合适的候选商场
4880670b-7324-41b3-9896-88194e10fda2,NIO,蔚来体验中心 | 菏泽定陶汽车小镇,none,low,门店位于定陶区汉源路汽车小镇，而候选商场佳和城距离17.5公里过远，且门店名称和地址均未提及该商场，缺乏关联依据
4350c66d-de77-4939-bf94-5b3d5338c92a,NIO,蔚来体验中心 | 武汉黄金口,,error,error: Expecting value: line 1 column 1 (char 0)
fd8cc1c8-9887-422f-8bda-6570ad25f454,NIO,蔚来城市展厅 | 汉口站北广场,,error,error: Expecting value: line 1 column 1 (char 0)
48c208ff-5506-42aa-a176-d97dd4824867,NIO,蔚来中心 | 武汉龙阳大道,none,low,门店位于汉阳区龙阳大道，而所有候选商场距离较远（8-12公里），且名称中无'龙阳大道'相关线索。虽然城市匹配，但距离过远且无明确关联证据。
fdf4d6cb-7b2f-45f7-bb1d-1ed11cf6605f,NIO,蔚来空间 | 武汉万科未来中心,none,low,门店名称明确包含'武汉万科未来中心'，但候选商场列表中无此商场。所有候选商场距离门店4.7-9.6公里，且名称与门店提示不匹配，无法确定对应关系
84dc3c9e-eef5-4a9f-a402-f941c362e9b7,NIO,蔚来空间 | 武昌万象城,,error,error: Expecting value: line 1 column 1 (char 0)
63418d93-32f7-4e10-a49c-f7bf73a6ea44,NIO,蔚来体验中心 | 武汉光谷一路,,error,error: Expecting value: line 1 column 1 (char 0)
7ed26a39-a0ee-4c74-8dff-e4bb7de74193,NIO,蔚来城市展厅 | 阜阳商厦中心,,error,error: Expecting value: line 1 column 1 (char 0)
f95cc1d9-2604-4716-95e4-69bcec6b9e5a,NIO,蔚来体验中心 | 长沙市府,,error,error: Expecting value: line 1 column 1 (char 0)
ded4f81b-9201-4ccc-8c04-b0d505cd9d10,NIO,蔚来体验中心 | 济南玉清湖,none,high,门店位于济南市槐荫区腊山街道周朱路，而所有候选商场距离门店均超过6公里，最近的龙湖济南奥体天街也相距6.1公里，且门店名称和地址未提及任何候选商场名称，品牌NEO与商场无明确关联，无合适匹配
0fabfea6-3ee2-4b37-93f3-9e24fb8571d0,NIO,蔚来体验中心 | 株洲汽博园,none,low,候选商场距离过远(10.5km)，且门店名称和地址均指向汽博园/工业园区，与王府·星Mall定位不符。品牌和地理特征不匹配。
3298df98-d074-471c-84aa-4cb92c6de0bb,NIO,蔚来体验中心 | 徐州南城,none,low,门店位于铜山区，所有候选商场距离均超过12公里，距离过远；且门店名称中的'南城'与候选商场名称无明显关联，地址信息缺失无法进一步验证
635488a4-0b61-4f55-9d23-46eaa32b4063,NIO,蔚来中心 | 昆明公园1903,,error,error: Expecting value: line 1 column 1 (char 0)
57dde465-75b6-4d8c-bdc8-25bdd7f41ec4,NIO,蔚来体验中心 | 昆明经开汽车城,,error,error: Expecting value: line 1 column 1 (char 0)
872250c9-d475-4eba-a4e8-a610bbdf87a5,NIO,蔚来中心 | 北京中关村,,error,error: Expecting value: line 1 column 1 (char 0)
13c2a69c-8e55-40f6-8694-839e842d2f54,NIO,蔚来体验中心 | 北京上地,,error,error: Expecting value: line 1 column 1 (char 0)
37999a97-5a55-4ac1-8ae8-64db56b63974,NIO,蔚来城市展厅 | 北苑龙湖天街,none,low,门店名称包含'北苑龙湖天街'，但候选商场中无龙湖天街相关商场；所有候选距离较远（5.7-10.6公里），且无品牌、地址或名称直接匹配
7660593c-444b-4263-af95-c4e510750d5c,NIO,蔚来体验中心 | 北京亚市,none,low,门店位于昌平区北七家镇，而候选商场均距离较远（9-13公里），且无品牌匹配或名称包含'亚市'的商场。门店区域与候选商场区域不一致，匹配可能性低。
84fbc376-adbf-4d86-af44-bcf10c2517bb,NIO,蔚来体验中心 | 北京未来科学城,,error,error: Expecting value: line 1 column 1 (char 0)
ae5cfe5f-7c12-43ee-8e13-5f7e45168168,NIO,蔚来体验中心 | 北京金港汽车公园,none,low,门店位于金港汽车公园，是独立的汽车体验中心，与候选商场（创意园、机场、购物中心等）类型不匹配，且距离均较远（5-8公里），无合适候选
1cd47f0b-4207-468e-acde-f257152d902e,NIO,蔚来城市展厅 | 瑞昌瑞民,none,low,门店位于瑞昌市，而候选商场在九江市，距离28.6公里过远；品牌和名称中无匹配商场词，地址也无关联
5dffea95-e266-438b-a020-248fe2394acf,NIO,蔚来体验中心 | 北京后沙峪,MALL_00281,medium,品牌匹配度一般，但距离最近（2.6公里），且同在顺义区，名称中的'祥云小镇'与'后沙峪'地理位置相近，其他候选距离过远或类型不匹配
f0b04151-d221-4947-bac5-5a64168f715a,NIO,蔚来体验中心 | 蚌埠宏业南路,none,low,品牌和名称无关联，地址完全不同，距离较远(2.3km)，虽同城但无明显匹配证据
95a752e7-0c08-4197-9af7-0325472d4b1f,NIO,蔚来体验中心 | 天津大寺,none,low,门店地址明确位于天津西青保时捷中心，而候选商场距离均在9-16公里外，位置差异过大；且门店名称和地址均未包含任何候选商场的关键词，无法建立有效关联
e7f47ac3-ea0d-4157-a1a6-e8281f1a9eea,NIO,蔚来空间 | 合肥高新银泰,,error,error: Expecting value: line 1 column 1 (char 0)
d9f672f3-caec-43b5-ae12-8af09633b3a3,NIO,蔚来中心 | 滨州渤海二十四路,,error,error: Expecting value: line 1 column 1 (char 0)
ef3bd93e-6343-4413-835a-f912b9d9035a,NIO,蔚来体验中心 | 天津空港,,error,error: Expecting value: line 1 column 1 (char 0)
c6bb5cf2-6a26-473c-aa12-a8046c19b250,NIO,蔚来体验中心 | 淄博山泉路,MALL_00305,medium,门店与商场同城且距离4.6km在合理范围内，但门店名称和地址均未明确提及该商场，需进一步确认是否位于万象汇内
9441876a-c3e3-4dab-97d9-63ba941d0002,NIO,蔚来体验中心 | 桂林真龙汽车园,,error,error: Expecting value: line 1 column 1 (char 0)
0a724e1a-23a4-4628-b44f-4503651ca155,NIO,蔚来城市展厅 | 宜春懂车帝,,error,error: Expecting value: line 1 column 1 (char 0)
a0c34cee-4ce7-4ebd-bf47-ff72c05b0745,NIO,蔚来体验中心 | 合肥先进制造基地,none,low,门店位于肥西县先进制造基地，名称明确指向独立体验中心而非商场内部店铺；所有候选商场距离均在8-19公里外，远超常规商场覆盖范围；品牌'NIO'多为独立选址，与商场匹配度低
f77394a3-80d2-4802-bc24-68c59b5cda48,NIO,蔚来体验中心 | 合肥包河,,error,error: Expecting value: line 1 column 1 (char 0)
90fe27d7-0384-4be1-9b74-cea9c167ccae,NIO,蔚来城市展厅 | 保山汽车城,,error,error: Expecting value: line 1 column 1 (char 0)
f14af46e-e20a-431a-b5fb-1a612ae1b13e,NIO,蔚来空间 | 潍坊谷德锦,MALL_00634,medium,门店名称中包含'谷德锦'，而候选商场中'泰华城新天地'是知名连锁商场品牌，虽然名称不完全匹配，但距离较近(4.3km)且在同一个城市。其他候选商场名称与'谷德锦'关联度较低。
b14ff5b6-c1a1-409a-91d8-f58b61400e2e,NIO,蔚来城市展厅 | 潍坊潍州路,,error,error: Expecting value: line 1 column 1 (char 0)
7d02e882-4342-4b72-b69a-093fe8f9589c,NIO,蔚来城市展厅 | 万安三丰中央城,none,low,门店位于上饶市鄱阳县，所有候选商场均在南昌市，城市不匹配且距离过远（84-88公里），不符合同城匹配要求
9fdc3427-6ee5-4f30-aafd-11ea487b942a,NIO,蔚来体验中心 | 潍坊寒亭,none,low,门店名称为'蔚来体验中心 | 潍坊寒亭'，但候选商场名称均无'寒亭'相关关键词；门店地址缺失无法比对；最近商场距离3.1公里，但无品牌入驻或名称关联证据；城市匹配但缺乏其他支持信息
40d754a5-4a98-43e9-9dff-247244c9cf0c,NIO,蔚来体验中心 | 连云港振兴,none,low,所有候选商场均不在连云港市，距离最近也超过90公里，远超正常商场匹配范围。品牌NIO虽可能入驻这些商场，但城市不匹配且距离过远
74bbc1a3-bf96-494e-b62f-8492a095cd58,NIO,蔚来城市展厅 | 千里行,none,low,所有候选商场均不在景德镇市，距离最近商场超过120公里，城市不匹配且距离过远
fc63edf6-a149-47d9-be1c-ddb8a86955b3,NIO,蔚来城市展厅 | 浮梁县车之家,,error,error: Expecting value: line 1 column 1 (char 0)
e17013e6-0e3b-47d2-847a-c49005dc8a3e,NIO,蔚来体验中心 | 南京九龙湖,,error,error: Expecting value: line 1 column 1 (char 0)
0d67c4a2-454c-40b5-891e-e24e1b6c05db,NIO,蔚来体验中心 | 青岛黄岛江山中路,,error,error: Expecting value: line 1 column 1 (char 0)
4d4543df-315a-4d1e-8bde-c756854da30b,NIO,蔚来体验中心 | 赣州金潭南大道,none,low,门店名称中未包含商场关键词，地址位于蟠龙镇宝福南路，距离最近候选商场万达广场2.1公里，但门店定位为独立体验中心而非商场内店铺，品牌蔚来多为独立门店运营
0cec0011-2824-4cfd-967f-b8c48db27af6,NIO,蔚来中心 | 青岛海天中心,,error,error: Expecting value: line 1 column 1 (char 0)
82f60fc1-b178-492c-a16d-12e67ed3e4c5,NIO,蔚来体验中心 | 南宁白沙大道,,error,error: Expecting value: line 1 column 1 (char 0)
47b17c3d-1a70-487e-a6b1-e283112a698e,NIO,蔚来体验中心 | 南宁荔滨大道,MALL_00449,medium,门店位于良庆区荔滨大道，五象万象汇同在良庆区且距离相对较近（6.4公里），品牌匹配度较高；其他候选商场距离更远且区域匹配度较低
52ef96c0-897f-4928-947b-9f53e9a6da8b,NIO,蔚来体验中心 | 青岛奥帆,,error,error: Expecting value: line 1 column 1 (char 0)
4d53aa1c-63fe-49fa-85ca-dde7a93e31cb,NIO,蔚来中心 | 常州溧阳,,error,error: Expecting value: line 1 column 1 (char 0)
0ae55768-f22c-4111-8895-03b3d6452fcb,NIO,蔚来城市展厅 | 上饶月亮湾,none,low,所有候选商场均不在上饶市，距离均超过100公里，不符合同城匹配要求。门店名称中的'月亮湾'可能是具体地点而非商场名称，无法与候选商场建立有效关联。
5df3abbe-62e3-4c37-9987-6fd4ba926666,NIO,蔚来体验中心 | 常州武进汽车城,,error,error: Expecting value: line 1 column 1 (char 0)
782604f4-007d-45e5-9e90-8e328127d250,NIO,蔚来空间 | 靖江印象城,,error,error: Expecting value: line 1 column 1 (char 0)
5d91c51e-b661-4acc-8732-71ba6eb626e9,NIO,蔚来体验中心 | 江阴森茂,none,low,门店位于江阴市澄江街道，距离最近的八佰伴A馆也有4.5公里，且门店名称中的'江阴森茂'与候选商场名称均不匹配，所有候选商场距离较远，不符合门店实际位置
8639acc6-720f-44c7-a1a1-9cc8c0e6b2ac,NIO,蔚来体验中心 | 衢州浙西汽车城,none,low,门店位于荷花东路花港家园，名称指向'浙西汽车城'，而候选商场'吾悦广场'距离6.4公里，品牌和名称均不匹配，且地址无关联，不符合门店实际所在商场
d1ee6085-c0fa-488f-9f3e-26db46af122b,NIO,蔚来体验中心 | 清远城西大道,,error,error: Expecting value: line 1 column 1 (char 0)
abc06b35-7d1c-46ea-8b71-e1b7ecca872b,NIO,蔚来空间 | 无锡荟聚,MALL_00171,high,门店名称中包含'荟聚'，与候选商场'Livat荟聚'名称高度匹配；城市一致；距离仅1071.5米，非常接近
ae7910df-05cd-4a24-b1f0-cfa862351da2,NIO,蔚来体验中心 | 无锡先锋,none,low,门店地址在新吴区梅村街道锡群路，而候选商场均不在新吴区且距离较远（最近2.2公里）。门店名称中的'无锡先锋'与候选商场名称无关联，品牌'NIO'在候选商场中无明确匹配。
ef427708-761b-40e6-855c-957d35d74cfc,NIO,蔚来中心 | 张家港览秀城,,error,error: Expecting value: line 1 column 1 (char 0)
f301bae1-6160-47f6-9eb9-0e831ba17faf,NIO,蔚来空间 | 湖州德清银泰城,,error,error: Expecting value: line 1 column 1 (char 0)
18b8890b-858d-4c4a-a11b-2abf328ea49b,NIO,蔚来体验中心 | 湖州吴兴,,error,error: Expecting value: line 1 column 1 (char 0)
82dc9a76-a2e4-4f48-acd2-7874a92a21d3,NIO,蔚来体验中心 | 杭州富阳,none,low,门店位于富阳区，所有候选商场均在杭州市区，距离过远（21-30公里），且门店名称和地址均未提及候选商场名称，品牌匹配度低
13dba68c-4536-44ef-b595-b1c4b4b0f1b6,NIO,蔚来体验中心 | 杭州五常,,error,error: Expecting value: line 1 column 1 (char 0)
bbce6768-9d42-4602-8211-66a797169062,NIO,蔚来体验中心 | 苏州相城汽车城,MALL_00383,medium,门店位于相城区，名称含'汽车城'且地址在相城区元和街道，龙湖苏州相城天街A馆同在相城区，距离4公里相对较近，品牌NIO通常在大型商场设体验中心。其他候选商场距离较远或区域不匹配。
f701f13f-6110-4359-b4f1-3dfe98d3b5e7,NIO,蔚来体验中心 | 肇庆大道,MALL_00286,medium,城市匹配，距离约3公里在合理范围内，但门店名称中未包含商场名称，地址也未直接提及，因此置信度为中等
d43f4937-1739-4639-94da-b19300081d77,NIO,蔚来空间 | 常熟凤凰城,none,low,门店位于常熟市，所有候选商场均在苏州市区，距离超过30公里，且门店名称'常熟凤凰城'与候选商场名称无匹配，无合适的候选商场
edd72d54-be0e-485c-a23f-582080649c82,NIO,蔚来体验中心 | 杭州绍兴路汽车城,,error,error: Expecting value: line 1 column 1 (char 0)
da3442d3-928b-4b80-8dff-c3edc491aa08,NIO,蔚来中心 | 常熟汽车城,,error,error: Expecting value: line 1 column 1 (char 0)
cb0d48a9-4e5f-4869-b98f-f03c85a84d47,NIO,蔚来中心 | 南通紫琅湖,,error,error: Expecting value: line 1 column 1 (char 0)
b7debb64-ff1a-43b3-8710-b89653853264,NIO,蔚来中心 | 杭州滨江宝龙城,,error,error: Expecting value: line 1 column 1 (char 0)
1397674b-8915-45fe-ab4c-d1d590bdd63d,NIO,蔚来中心 | 杭州临平,,error,error: Expecting value: line 1 column 1 (char 0)
c9d54944-9240-4070-a6f7-e8e7f59b7aee,NIO,蔚来空间 | 杭州亚奥万象天地,,error,error: Expecting value: line 1 column 1 (char 0)
06331676-b40f-406d-8a7f-24e2e5a7c64a,NIO,蔚来城市展厅 | 昆山万象汇,MALL_00018,high,门店名称明确包含'昆山万象汇'，与候选商场MALL_00018名称完全一致；距离仅948.8米，位置接近；城市、区域匹配
403fdcaa-57e5-422d-8634-8ba6e31fdd44,NIO,蔚来中心 | 昆山万象汇,,error,error: Expecting value: line 1 column 1 (char 0)
ea4c5d0b-65f0-4253-a3b5-f5a855c6b8a7,NIO,蔚来体验中心 | 广州白云大道,none,low,门店位于白云区新广从汽配城，候选商场中虽有同区商场，但名称和地址均未发现直接关联。距离最近的商场（3.7km）名称仅为'白云区机场'，与汽配城环境不匹配；其他商场距离更远且无明显关联证据。
58282481-e43b-447f-a91c-7a5247faf396,NIO,蔚来中心 | 昆山山姆,none,low,门店名称中包含'昆山山姆'，但候选商场中没有山姆会员店或相关商场。所有候选商场距离较远(最近2.8公里)，且名称、品牌均不匹配。
455e4438-ab56-48f4-b7c1-35411abe211c,NIO,蔚来体验中心 | 绍兴诸暨汽车城,none,low,门店位于诸暨市汽车城商圈，名称和地址均明确指向汽车城业态；候选商场均为市区综合购物中心，距离过远（46-60公里），业态不匹配且无品牌关联
a0b380c9-e8f3-4b74-aa92-ede016f503fb,NIO,蔚来中心 | 佛山海八路,,error,error: Expecting value: line 1 column 1 (char 0)
189061fc-e424-4f55-bab1-bd023e051f35,NIO,蔚来城市展厅 | 佛山樵盈星元汇路演,,error,error: Expecting value: line 1 column 1 (char 0)
ece8f850-1e65-4293-b5f8-652550badfae,NIO,蔚来体验中心 | 昆山城东汽车城,,error,error: Expecting value: line 1 column 1 (char 0)
1187472c-0157-400a-831b-ab2103e88146,NIO,蔚来体验中心 | 义乌新业云谷,,error,error: Expecting value: line 1 column 1 (char 0)
dabbf158-ba4e-4a88-922e-df114fcc4f91,NIO,蔚来空间 | 广州天河智汇Park,,error,error: Expecting value: line 1 column 1 (char 0)
16b8077f-bd7a-4418-9286-4eae13416aaa,NIO,蔚来体验中心 | 佛山平洲车城,,error,error: Expecting value: line 1 column 1 (char 0)
fa3eb194-41fa-4cb8-b668-f84b5b05425b,NIO,蔚来体验中心 | 义乌五洲大道,,error,error: Expecting value: line 1 column 1 (char 0)
fe42fdc2-2ddf-458b-ab85-4ccd0f0a7e0c,NIO,蔚来中心 | 广州广粤天地,,error,error: Expecting value: line 1 column 1 (char 0)
f0b393c4-9c6e-41a6-b48e-df2ebc9f748d,NIO,蔚来中心 | 广州塔,,error,error: Expecting value: line 1 column 1 (char 0)
1686188b-9fc2-46a5-a982-7f2656a09286,NIO,蔚来体验中心 | 佛山大道,,error,error: Expecting value: line 1 column 1 (char 0)
0c4a3e01-45e1-431c-9f3a-3d5dd9aeb283,NIO,蔚来中心 | 广州美林天地,,error,error: Expecting value: line 1 column 1 (char 0)
ad53b48c-da1e-42b7-bf76-e1b2ce33a8ee,NIO,蔚来中心 | 广州番禺迎宾路,,error,error: Expecting value: line 1 column 1 (char 0)
38d915fc-7dc4-4b58-a4ea-582d58e9e226,NIO,蔚来体验中心 | 威海青岛路,,error,error: Expecting value: line 1 column 1 (char 0)
4c8d8ece-68a7-4288-8216-68a95ddf6d43,NIO,蔚来体验中心 | 东阳世贸大道,,error,error: Expecting value: line 1 column 1 (char 0)
de24c6fe-0428-47e4-9ef6-37eea5c6e3c2,NIO,蔚来体验中心 | 上海嘉定南翔,MALL_00106,high,门店名称明确包含'南翔'，且距离上海南翔印象城MEGA仅2.6公里，品牌定位与大型购物中心匹配度高
9f617acf-21b9-4588-a1a4-54c7fe214564,NIO,蔚来体验中心 | 东莞高埗,,error,error: Expecting value: line 1 column 1 (char 0)
f74a9203-1ed5-41c6-8f41-a0092cadad89,NIO,蔚来中心 | 上海天空万科广场,,error,error: Expecting value: line 1 column 1 (char 0)
b5ec372b-4384-49b4-9f42-aab029cb9ef7,NIO,蔚来体验中心 | 广州番禺桥南,MALL_00498,medium,门店位于番禺区桥南街道，番禺奥园广场距离最近（3.6公里），同在番禺区，地理匹配度最高；其他候选商场距离过远（11-19公里）且位于不同区域
07d56298-d639-4447-b1b6-a9487493aa2e,NIO,蔚来中心 | 永康皇城里,,error,error: Expecting value: line 1 column 1 (char 0)
cce9b933-be83-48be-897a-94c543eff1c6,NIO,蔚来城市展厅 | 上海九淦公路168,none,low,门店位于松江区泗泾镇，但候选商场中仅有松江印象城在松江区，距离约9公里较远。其他候选商场位于青浦区、闵行区，距离6-9公里且行政区不匹配，均不合适。
431612b9-fcb0-4879-b0bd-2fe771f12879,NIO,蔚来中心 | 佛山顺德顺峰山,,error,error: Expecting value: line 1 column 1 (char 0)
ec1bbb65-3966-4bdc-b4f7-0289b5ed4cb7,NIO,蔚来体验中心 | 上海虹桥,,error,error: Expecting value: line 1 column 1 (char 0)
434988be-27c3-476f-bcfa-09364309485d,NIO,蔚来体验中心 | 上海北松公路,,error,error: Expecting value: line 1 column 1 (char 0)
196dbc65-86ad-4fb2-895e-74e1838dc292,NIO,蔚来空间 | 东莞汇一城,,error,error: Expecting value: line 1 column 1 (char 0)
f7ccf2a3-019e-4f50-a18b-749ca39e2f76,NIO,蔚来中心 | 上海宝杨宝龙广场,MALL_00679,high,门店名称明确包含'宝杨宝龙广场'，与候选商场'MALL_00679'名称完全一致；地址位于宝山区杨行镇，与商场位置匹配；距离仅937米，非常接近
b3da1a5b-25b7-4ba7-ae3f-081a1b8a92c4,NIO,蔚来城市展厅 | 中庚漫游城,none,low,门店名称中包含'中庚漫游城'，但候选商场列表中无此商场。所有候选商场距离门店较远（5-9公里），且名称、地址均不匹配。门店位于闵行区报春路，候选商场位于不同区域，匹配度低。
